OBJECTID	UIDIS05	UIDIS06	MPDDIS05	MPDDIS06	VACANTPERCENT	STATE_FIPS	TRACT	BLKGRP	POP2000	POP2004	POP00_SQMI	POP04_SQMI	WHITE	BLACK	ASIAN	HISPANIC	AGE_UNDER5	AGE_5_17	AGE_18_21	AGE_22_29	AGE_30_39	AGE_40_49	AGE_50_64	AGE_65_UP	VACANT	SQMI	SHAPE_LENG	SHAPE_AREA	STFID	PSA	UNEMPL	POV	SAMEHOUSE	PROFMAN	MALE	FEMALE	YOUNGPOP	YOUNGUNEMP	CONCDIS	RESSTAB	PROSOCIAL	METRO_BG	PUBHOUSPT	REC_BG	OFFPREM_BG	ONPREM_BG	STORE_BG	NIGHT_BG	TAVERN_BG	REST_BG	PHYSDIS0506	PHYSDIS0203	AVGDV	SCH_BG	AVGMPDDIS	AVGUIDISOR	AVGADW0506	AVGADW0001	RESIDENTIALCOUNT	RETAILCOUNT	MOTELHOTELCOUNT	RECREATIONCOUNT	VACANTCOUNT	METRODUMMY	PUBHOUSINGDUMMY	COMRETAILPERCENT	RATE18_29	ADWWEEKEND	ADWNIGHTS	ADWWEEKNIGHT	INVMILEDIST	STREETLIGHTDENSI	OFF_SQMI	ON_SQMI	NIGHT_SQMI	TAVERN_SQMI	STORE_SQMI	REST_SQMI	STLIGHT_SQMI	BUSSTOP_SQMI	PROSO_SQMI	HOMLESS_SQMI	DVWEEKEND	DVENDNIGHT	DVWEEKNIGHT	UIWEEKNIGH	UIENDNIGHT	UIWEEKEND	MPDWEEKNIG	MPDWENDNIG	MPDWEEKEND	NO_SINGLES	NOTALLOWS_SQMI	ALLOWS_SQMI	PCTNOTALLOW	ARR_0506	ADW05	ADW06	ADW00	ADW01	DV05	DV06
157	30	24	112	49	.00917431192660551	11	002202	2	747	702	18675	17550	12	667	3	44	47	142	38	64	115	106	131	104	55	.04	1276.05178116	98469.780025	110010022022	407	12.88	17.14	53.4	5.78	44.71	55.29	25.3	14.81	.44	0	1	0	0	0	0	0	0	0	0	0	131	223	14	1	80	27	2	4	207	0	0	0	2	0	0	0	.136546184738956	0	0	1	335.977954286503	2000	0	0	0	0	0	0	2000	25	25	0	4	3	4	7	4	7	42	161	43	0	0	0	0	141	4	2	2	7	13	15
158	42	41	111	107	.0204545454545455	11	002201	2	1327	1260	18957.1	18000	71	1143	0	153	68	243	68	109	163	206	251	219	29	.07	1912.47761816	174331.572379	110010022012	407	3.9	8.43	66.16	8.95	47.25	52.75	23.44	0	-.35	1.14	1	0	0	0	1	0	1	0	0	0	230	341	22	0	109	42	6	4	421	8	0	0	9	0	0	.0227272727272727	.133383571966843	1	.5	1	459.913499907481	2128.57142857143	14.2857142857143	0	0	0	14.2857142857143	0	2128.57142857143	71.4285714285714	14.2857142857143	0	4	2	6	14	12	25	59	218	56	1	14.2857142857143	0	100	216	5	2	4	4	21	22
159	23	17	47	26	.0101010101010101	11	002301	4	598	570	19933.3	19000	39	528	7	54	29	109	22	43	86	101	100	108	13	.03	1366.70352468	89063.834091	110010023014	407	12.86	39.13	59.29	8.84	47.16	52.84	23.08	0	.3	.73	0	0	0	0	0	0	0	0	0	0	122	113	8	0	36	20	2	2	195	0	0	0	2	0	0	0	.108695652173913	0	0	1	420.598933271729	2500	0	0	0	0	0	0	2500	133.333333333333	0	0	1	0	0	11	3	4	14	73	22	0	0	0	0	78	4	7	3	0	8	7
160	56	47	64	89	.0159151193633952	11	002400	2	1114	1056	13925	13200	74	955	2	107	60	213	63	78	155	168	183	194	31	.08	2102.94182256	215166.837428	110010024002	407	11.35	9.29	65.23	2.85	49.28	50.72	24.51	0	-.14	.84	6	0	0	0	0	0	0	0	0	0	211	334	15	2	76	52	10	4	338	2	0	0	6	0	0	.00795755968169761	.12657091561939	4	2	3	558.572932576218	2237.5	0	0	0	0	0	0	2237.5	100	75	0	6	2	3	24	15	29	33	153	42	0	0	0	0	169	14	6	4	4	15	15
161	28	22	74	59	.02	11	002400	3	675	645	16875	16125	61	559	10	91	48	117	32	75	86	113	86	118	23	.04	1474.82064281	108136.795703	110010024003	407	9.54	20.25	55.44	4.59	45.63	54.37	24.44	0	.15	.65	8	0	0	1	1	3	1	0	2	1	152	191	13	0	66	25	8	4	212	21	0	1	5	0	0	.096	.158518518518519	2.5	1.5	3	881.598655598582	2275	25	75	0	50	25	25	2275	200	200	0	4	2	2	12	9	17	33	133	36	0	0	25	0	154	8	8	5	3	17	9
162	23	26	51	49	.042654028436019	11	002301	3	575	546	14375	13650	14	522	0	45	26	103	25	42	84	87	92	116	22	.04	1462.15607692	92496.228199	110010023013	407	2.37	6.08	78.1	2.43	44.52	55.48	22.43	0	-.43	1.42	1	0	0	0	1	0	1	0	0	0	133	186	11	0	50	24	2	2	199	1	0	0	9	0	0	.004739336492891	.116521739130435	.5	.5	1.5	1108.33015357098	2125	25	0	0	0	25	0	2125	100	25	0	2	1	4	4	10	14	21	100	33	0	0	25	0	57	0	5	2	2	9	13
163	18	27	62	60	.00460829493087558	11	002301	2	618	585	20600	19500	55	507	0	78	28	100	35	52	98	114	97	94	25	.03	1196.16393054	71795.6337395	110010023012	407	7.49	18.65	65.97	0	43.85	56.15	20.71	0	.01	1.04	0	0	0	0	0	1	0	0	1	0	196	227	10	0	61	22	4	4	210	3	0	0	1	0	0	.0184331797235023	.140776699029126	1	.5	1	589.61020407943	2700	0	33.3333333333333	0	33.3333333333333	0	0	2700	33.3333333333333	0	0	2	2	0	9	4	6	26	122	38	0	0	0	0	128	1	6	3	4	15	6
164	62	74	153	93	.0225806451612903	11	002400	4	950	911	19000	18220	64	767	0	144	47	163	51	70	142	169	150	158	40	.05	1681.87127362	134384.519975	110010024004	407	6.11	8.08	72.93	10.7	50.74	49.26	22.11	0	-.28	1.03	5	0	0	0	0	0	0	0	0	0	152	232	20	0	123	68	6	4	271	5	0	0	7	0	0	.0451612903225806	.127368421052632	3	1	1	660.409923129457	2280	0	0	0	0	0	0	2280	80	100	0	2	1	4	30	16	29	74	246	47	0	0	0	0	201	9	8	3	5	25	14
165	61	41	237	194	.0327868852459016	11	002502	1	969	941	19380	18820	67	636	0	295	76	164	53	129	166	142	135	104	36	.05	1513.12340304	141293.788791	110010025021	409	0	22.35	41.93	2.39	51.7	48.3	24.77	0	-.12	-.39	4	0	0	0	1	0	1	0	0	0	175	267	11	2	216	51	8	10	190	12	0	0	8	0	0	.0737704918032787	.187822497420021	1	1	4	783.360917625516	1960	20	0	0	0	20	0	1960	20	80	20	2	0	2	34	8	13	119	431	100	0	0	20	0	585	10	4	11	9	12	10
166	51	45	165	185	.0210970464135021	11	002400	5	841	804	21025	20100	62	685	2	110	41	151	49	75	115	140	136	134	23	.04	1386.70975826	98616.8551675	110010024005	407	22.03	26.83	67.49	1.95	47.21	52.79	22.83	0	.41	.61	3	1	0	0	2	1	2	0	0	1	143	204	16	0	175	48	7	6	206	13	0	0	5	1	0	.0632911392405063	.147443519619501	3	2	1.5	950.510275896211	1900	50	25	0	0	50	25	1900	175	75	25	6	2	3	16	10	18	91	350	77	0	0	50	0	202	4	10	7	6	15	18
167	88	73	292	285	.022140221402214	11	002502	2	1148	1130	19133.3	18833.3	84	842	10	265	77	190	61	126	175	177	161	181	40	.06	1533.6720438	151464.122667	110010025022	409	6.32	17.25	59.9	8.73	48.87	51.13	23.26	0	.04	.34	4	0	0	1	0	0	0	0	0	0	142	167	22	2	288	80	8	5	245	2	0	0	6	0	0	.00738007380073801	.162891986062718	1	.5	2	884.990697673266	1733.33333333333	0	0	0	0	0	0	1733.33333333333	100	66.6666666666667	0	2	2	6	41	20	35	137	577	146	0	0	0	0	350	8	10	5	5	25	19
168	31	29	127	90	.00964630225080386	11	003200	1	992	1093	24800	27325	54	793	0	149	56	162	47	110	145	157	150	165	39	.04	1348.16059368	99431.6984755	110010032001	414	16.83	21.03	66.07	5.95	48.39	51.61	21.98	0	.03	.94	3	0	0	1	1	0	1	0	0	0	70	116	18	0	108	30	6	4	296	8	0	1	3	0	0	.0289389067524116	.158266129032258	2	1.5	1	1176.87256046769	2275	25	0	0	0	25	0	2275	125	75	0	4	1	5	9	7	19	73	217	51	0	0	25	0	97	5	6	5	3	24	11
169	131	130	331	399	.0534246575342466	11	003100	1	2210	2256	22100	22560	252	1469	17	663	147	420	117	301	343	354	291	237	110	.1	2368.89549365	255434.789025	110010031001	414	19.72	12.88	68.94	6.78	49.28	50.72	25.66	0	.09	.71	6	0	0	0	9	3	9	1	0	2	255	420	40	3	365	130	20	32	586	47	0	0	39	0	0	.0821917808219178	.189140271493213	5	3	7	1532.94401297638	1750	90	30	10	0	90	20	1750	200	60	10	10	4	8	66	28	58	167	730	190	0	0	90	0	819	18	32	31	33	39	41
170	85	64	309	284	.0221130221130221	11	002900	1	1925	1838	38500	36760	191	1268	4	565	129	353	105	253	317	297	257	214	120	.05	1581.80157651	131890.39472	110010029001	0	13.4	26.03	64.8	2.19	51.06	48.94	25.04	0	.21	.35	2	0	0	0	1	0	1	0	0	0	146	272	21	0	296	74	12	12	383	6	0	0	9	0	0	.0147420147420147	.185974025974026	2	1.5	3.5	1176.10103768478	2060	20	0	0	0	20	0	2060	120	40	0	6	2	4	32	14	34	145	593	159	0	0	20	0	250	8	8	12	12	22	20
171	65	72	318	332	.0735294117647059	11	003200	2	838	729	20950	18225	11	738	0	71	61	142	44	77	138	138	135	103	46	.04	1349.393308	96642.871937	110010032002	414	11.4	26.31	48.55	0	49.28	50.72	24.22	0	.5	-.13	4	0	0	0	1	0	1	0	0	0	124	260	18	1	325	68	10	5	236	10	0	0	20	0	0	.0367647058823529	.144391408114558	1	0	1.5	1061.60049509074	1950	25	0	0	0	25	0	1950	25	100	0	6	2	2	28	25	41	111	650	186	1	25	0	100	199	3	1	3	7	16	20
172	144	163	569	670	.0242718446601942	11	003200	3	1460	1439	29200	28780	82	1219	4	236	107	343	59	140	196	237	222	156	49	.05	1452.64972831	126472.148526	110010032003	414	12.63	22.87	50.2	11.52	46.99	53.01	30.82	0	.58	.03	0	0	17	0	3	1	3	0	1	0	147	269	52	0	620	154	17	16	372	16	0	0	10	0	1	.0388349514563107	.136301369863014	4.5	3.5	2.5	1604.5704192803	2380	60	20	0	20	60	0	2380	40	0	0	8	6	13	64	39	72	309	1239	323	0	0	60	0	948	12	21	21	11	46	57
173	55	38	117	105	.0260663507109005	11	003200	4	1190	1142	23800	22840	102	926	5	214	82	249	67	149	176	172	159	136	99	.05	1552.69326696	122307.893315	110010032004	414	20.28	32.81	49.3	2.05	46.97	53.03	27.82	0	.41	.06	0	0	0	0	0	0	0	0	0	0	121	289	23	0	111	46	6	7	380	12	0	0	11	0	0	.042654028436019	.181512605042017	2	1.5	2	951.664807668214	2660	0	0	0	0	0	0	2660	100	0	0	8	4	4	19	16	26	53	222	64	0	0	0	0	183	5	8	7	7	23	23
174	76	92	214	248	.0952380952380952	11	003400	2	1712	1674	6114.3	5978.6	48	1576	26	50	14	56	1315	137	79	40	41	30	45	.28	3596.46584937	741530.999498	110010034002	0	20.3	39.41	16.63	2.9	36.16	63.84	4.09	0	.53	-1.61	3	0	0	0	0	0	0	0	0	0	63	59	22	3	231	84	6	6	45	5	1	0	8	0	0	.0952380952380952	.848130841121495	1	.5	3	709.006032047853	592.857142857143	0	0	0	0	0	0	592.857142857143	25	10.7142857142857	0	3	2	5	39	14	27	97	462	111	0	0	0	0	141	5	3	4	7	24	20
175	61	42	91	125	.0279329608938547	11	003100	2	545	502	27250	25100	82	370	0	161	46	116	42	64	94	51	82	50	42	.02	935.305785235	39341.346249	110010031002	414	14.01	19.33	57.47	3.33	48.44	51.56	29.72	0	.09	.25	1	0	0	0	1	0	1	0	0	0	109	79	8	0	108	52	8	6	156	7	0	0	5	0	0	.0391061452513966	.194495412844037	3	1.5	1.5	2051.43188096688	1650	50	0	0	0	50	0	1650	50	50	0	1	0	1	23	21	38	59	216	53	0	0	50	0	99	4	8	9	4	12	5
176	57	69	193	194	.0208768267223382	11	003500	1	1476	1611	29520	32220	115	1077	3	298	107	257	123	249	236	192	195	117	112	.05	1424.56389691	123810.87306	110010035001	0	12.65	25.43	46.2	9.43	51.76	48.24	24.66	0	.18	-.2	2	0	0	0	4	1	4	0	1	0	144	263	27	0	194	63	13	15	409	25	0	0	10	0	0	.0626304801670146	.252032520325203	5.5	4	2	1721.04842909996	1780	80	20	0	20	80	0	1780	160	40	0	10	6	6	31	16	28	86	387	113	0	0	80	0	201	12	15	16	14	26	28
177	195	194	806	768	.00859598853868195	11	005201	1	3266	3240	40825	40500	1680	903	241	510	119	200	97	824	827	508	430	261	163	.08	2377.31886511	204586.748854	110010052011	0	5.42	23.27	33.6	11.2	58.51	41.49	9.77	0	-.33	-1.15	6	0	0	0	5	12	5	1	2	8	154	113	42	2	787	194	20	20	1286	42	3	0	12	0	0	.0401146131805158	.281996325780772	6	3	3.5	28400.1569065376	2137.5	62.5	150	12.5	25	62.5	100	2137.5	87.5	75	12.5	12	6	6	85	44	94	351	1574	412	1	12.5	50	20	423	26	28	17	23	34	49
178	69	59	183	190	.00121951219512195	11	005301	2	2589	2495	36985.7	35642.9	2106	151	203	173	27	25	43	845	757	329	380	183	111	.07	1892.58937855	168742.62381	110010053012	0	2.85	8.7	26.61	14.07	53.53	46.47	2.01	0	-.96	-1.07	4	0	0	1	0	11	0	0	1	8	100	55	7	0	186	64	4	4	1573	16	0	3	2	0	0	.0268292682926829	.342989571263036	1.5	1.5	1.5	5004.65651774904	1985.71428571429	0	157.142857142857	0	14.2857142857143	0	114.285714285714	1985.71428571429	100	57.1428571428571	28.5714285714286	2	1	1	24	14	30	63	373	101	0	0	0	0	127	2	7	5	2	9	5
179	157	118	316	208	.0149393090569561	11	005000	2	4024	4445	80480	88900	1345	1502	295	1384	180	378	230	929	870	527	479	431	239	.05	1910.8013806	141974.201196	110010050002	0	6.92	34.34	43.26	12.97	60.66	39.34	13.87	0	-.18	-.89	5	0	2	0	2	1	2	0	0	1	148	101	28	0	262	138	20	18	1016	8	1	0	16	0	1	.0205415499533147	.288021868787276	5	3.5	6	2781.00045702528	1240	40	20	0	0	40	20	1240	80	100	40	8	6	6	43	36	78	119	524	136	0	0	40	0	507	12	26	18	17	32	25
180	140	68	288	235	.00550206327372765	11	005000	3	1569	1450	52300	48333.3	698	359	64	609	75	110	119	431	431	217	130	56	31	.03	1412.8838279	91601.955419	110010050003	0	4.05	17.34	19.88	17.07	60.8	39.2	11.79	9.43	-.6	-1.61	2	0	0	0	1	5	1	0	0	4	57	40	6	0	262	104	5	9	696	8	0	1	4	0	0	.0261348005502063	.350541746335245	1.5	1	.5	3461.39277782111	2566.66666666667	33.3333333333333	166.666666666667	0	0	33.3333333333333	133.333333333333	2566.66666666667	233.333333333333	66.6666666666667	66.6666666666667	0	0	3	24	23	37	99	523	119	0	0	33.3333333333333	0	152	5	2	8	10	4	8
181	98	88	350	329	.0521172638436482	11	005302	1	175	166	1590.9	1509.1	150	7	8	23	2	0	4	28	47	37	34	23	64	.11	2689.99443117	290769.005051	110010053021	0	0	3.26	26.4	28.97	60	40	1.14	0	-1.14	-.52	5	1	0	0	2	28	2	5	3	12	98	87	10	2	340	93	16	14	112	18	9	0	16	1	0	.50814332247557	.182857142857143	6.5	6.5	1	5111.07739978378	2009.09090909091	18.1818181818182	254.545454545455	45.4545454545455	27.2727272727273	18.1818181818182	109.090909090909	2009.09090909091	109.090909090909	45.4545454545455	0	4	4	2	29	25	44	160	679	130	1	9.09090909090909	9.09090909090909	50	299	19	14	11	16	11	9
182	157	153	671	702	.0979020979020979	11	005402	1	1	1	8.3	8.3	0	0	1	0	0	0	0	0	0	1	0	0	0	.12	2847.26846772	302089.147678	110010054021	0	0	0	0	0	100	0	0	0	0	0	1	1	0	0	3	41	3	4	11	24	128	103	13	1	686	155	12	21	0	15	2	5	14	1	0	.734265734265734	0	7	6	0	5542.30315504062	1891.66666666667	25	341.666666666667	33.3333333333333	91.6666666666667	25	200	1891.66666666667	183.333333333333	8.33333333333333	0	4	4	1	43	61	84	266	1373	250	0	0	25	0	380	12	19	17	25	14	12
183	120	47	338	302	.0588235294117647	11	005202	1	760	878	10857.1	12542.9	325	163	154	140	26	40	39	271	182	93	69	40	49	.07	2029.49183677	185474.256633	110010052021	0	4.12	25.96	19.44	13.5	54.34	45.66	8.68	0	-.57	-1.91	2	0	0	0	3	12	3	2	0	5	44	28	12	0	320	84	6	5	3	6	4	1	4	0	0	.617647058823529	.407894736842105	2.5	.5	0	4676.33855824454	1871.42857142857	42.8571428571429	171.428571428571	28.5714285714286	0	42.8571428571429	71.4285714285714	1871.42857142857	42.8571428571429	28.5714285714286	0	2	2	3	19	14	25	105	640	122	1	14.2857142857143	28.5714285714286	33.3333333333333	368	2	3	8	2	7	18
184	268	174	687	599	.084	11	005100	1	783	783	5220	5220	471	195	35	89	11	21	10	167	179	106	84	205	89	.15	2780.87510105	394227.857412	110010051001	0	4.26	9.41	35.19	13.59	48.53	51.47	4.09	0	-.74	-1.16	8	1	0	0	1	26	1	2	1	15	57	92	30	2	643	221	14	20	86	12	8	1	21	1	0	.38	.226053639846743	1.5	1	5	3878.45996827166	1413.33333333333	6.66666666666667	173.333333333333	13.3333333333333	6.66666666666667	6.66666666666667	100	1413.33333333333	186.666666666667	53.3333333333333	33.3333333333333	10	5	6	58	72	109	235	1286	269	0	0	6.66666666666667	0	1281	19	18	26	14	21	39
185	253	289	967	785	.0424886191198786	11	003700	1	4990	5508	45363.6	50072.7	979	2839	101	1629	369	794	762	948	819	572	493	233	284	.11	2320.19913454	292954.783543	110010037001	0	6.29	34.09	31.76	6.1	47.7	52.3	23.31	0	.39	-1.35	5	0	0	1	2	1	2	0	0	0	165	222	76	0	876	271	34	41	605	3	0	1	28	0	0	.00758725341426404	.342685370741483	8	4	5.5	2252.51878169719	1509.09090909091	18.1818181818182	9.09090909090909	0	0	18.1818181818182	0	1509.09090909091	72.7272727272727	45.4545454545455	45.4545454545455	18	10	9	114	59	134	368	1752	498	1	9.09090909090909	9.09090909090909	50	837	35	38	45	37	69	82
186	148	156	745	665	.0155945419103314	11	003800	1	3237	2994	40462.5	37425	1239	1095	82	1129	185	472	139	683	715	433	409	201	80	.08	2051.65645531	206893.883342	110010038001	0	6.66	23.51	43.97	12.14	53.54	46.46	20.3	0	-.22	-.96	4	0	0	0	6	36	6	0	5	31	150	130	28	0	705	152	18	24	389	81	0	1	8	0	0	.187134502923977	.253938832252085	8	6	2	9267.69877365202	1587.5	75	450	0	62.5	75	387.5	1587.5	87.5	50	50	7	4	7	60	56	81	229	1410	526	0	0	75	0	542	10	9	25	22	29	28
187	45	59	94	73	.00857632933104631	11	003800	2	1481	1749	24683.3	29150	886	416	62	178	41	92	41	368	439	257	186	57	29	.06	1852.41160399	148912.317269	110010038002	0	2.45	16.57	37.46	15.07	55.23	44.77	8.98	0	-.5	-.67	2	0	0	1	2	2	2	0	0	2	76	71	10	1	84	52	4	3	551	12	0	1	5	0	0	.0274442538593482	.276164753544902	2.5	2.5	0	3468.71197066094	1233.33333333333	33.3333333333333	33.3333333333333	0	0	33.3333333333333	33.3333333333333	1233.33333333333	33.3333333333333	33.3333333333333	0	4	2	2	14	24	32	25	167	69	0	0	33.3333333333333	0	170	5	7	4	2	12	7
188	163	253	476	477	.0502994011976048	11	004400	1	952	856	10577.8	9511.1	242	549	13	181	27	89	40	209	217	128	139	103	260	.09	2006.86192994	246869.781257	110010044001	0	0	20.85	45.12	5.41	54.73	45.27	12.18	0	-.31	-.36	9	1	0	1	4	14	4	1	3	9	165	294	24	4	476	208	20	21	645	59	0	2	42	1	0	.0826347305389222	.26155462184874	6	5	6	3653.47797392774	2266.66666666667	44.4444444444444	155.555555555556	11.1111111111111	33.3333333333333	44.4444444444444	100	2266.66666666667	122.222222222222	100	0	6	5	6	105	60	96	162	953	317	0	0	44.4444444444444	0	316	10	14	25	17	26	22
189	109	145	448	426	.0191897654584222	11	004300	1	1988	1923	39760	38460	700	860	44	499	111	251	83	419	433	242	196	253	41	.05	1557.64429908	122719.837151	110010043001	0	6.8	27.14	53.72	8.9	50.55	49.45	18.21	0	-.03	-.61	6	0	0	0	2	6	2	0	0	5	75	74	18	2	437	127	10	20	419	27	0	1	9	0	0	.0660980810234542	.25251509054326	2.5	2	2.5	3259.94841159282	1520	40	120	0	0	40	100	1520	140	120	40	2	2	4	61	26	55	253	874	213	1	20	20	50	1165	13	9	24	17	17	18
190	29	29	66	64	.00420168067226891	11	004201	1	1539	1473	51300	49100	1061	248	79	179	22	43	24	578	442	205	161	64	25	.03	1408.6676679	90060.088133	110010042011	0	2.16	12.81	33.13	18.58	56.79	43.21	4.22	0	-.78	-1.05	2	0	0	0	2	4	2	0	1	3	51	40	10	0	65	29	2	4	457	6	3	0	2	0	0	.0252100840336134	.391163092917479	.5	.5	.5	9726.43943100497	2500	66.6666666666667	133.333333333333	0	33.3333333333333	66.6666666666667	100	2500	133.333333333333	66.6666666666667	33.3333333333333	2	1	2	16	4	8	20	130	50	0	0	66.6666666666667	0	490	1	5	5	2	8	12
191	50	31	225	151	.00636942675159236	11	004201	2	1853	1988	46325	49700	1456	234	61	118	38	60	17	590	653	267	163	65	39	.04	1417.98519067	114448.149646	110010042012	0	3.05	5.92	34.5	15.24	57.26	42.74	5.29	0	-.89	-.66	1	0	0	0	4	7	4	0	0	7	102	114	8	0	188	40	2	3	898	24	0	0	6	0	0	.0360934182590234	.327576902320561	1.5	.5	0	4285.66895792941	2600	100	175	0	0	100	175	2600	75	25	0	4	2	0	19	13	20	69	376	129	0	0	100	0	98	1	2	3	3	7	8
192	84	114	393	379	.00871459694989107	11	004300	2	1302	1287	32550	32175	671	423	23	233	38	117	33	307	358	215	138	96	50	.04	1435.15614651	113903.189833	110010043002	0	2.84	10.03	38.02	14.72	58.37	41.63	11.9	13.04	-.62	-.68	2	0	0	0	0	6	0	0	2	4	82	77	7	0	386	99	6	6	418	11	0	1	4	0	0	.037037037037037	.261136712749616	2.5	2	1.5	3257.87316682441	2600	0	150	0	50	0	100	2600	125	50	25	2	1	1	39	17	40	183	772	186	0	0	0	0	115	11	11	7	5	7	7
193	41	49	77	86	.0179948586118252	11	005000	4	1042	1018	26050	25450	394	550	30	82	26	97	41	155	257	225	185	56	59	.04	1526.34713977	100132.280489	110010050004	0	17.77	25.08	43.1	14.44	63.92	36.08	11.8	0	.11	-.28	2	0	0	0	0	2	0	0	0	1	79	98	4	0	82	45	2	4	354	4	0	4	7	0	0	.0282776349614396	.18809980806142	0	0	1	2705.73359515223	2325	0	50	0	0	0	25	2325	125	50	100	0	0	1	16	12	16	41	163	36	0	0	0	0	86	0	3	3	4	6	3
194	44	30	58	50	.0818965517241379	11	005000	1	643	698	16075	17450	309	282	9	70	27	38	11	151	199	93	84	40	55	.04	1455.14906209	104505.539185	110010050001	0	4.07	9.63	34.72	6.06	59.1	40.9	10.11	0	-.64	-.84	5	0	0	0	0	0	0	0	0	0	94	54	2	0	54	37	3	4	186	6	0	2	19	0	0	.0344827586206897	.25194401244168	1	0	1	2003.12997095414	1975	0	0	0	0	0	0	1975	100	125	0	2	0	0	12	5	15	20	108	27	0	0	0	0	114	3	2	5	3	2	3
195	105	71	176	185	.0136518771331058	11	005201	2	1293	1270	25860	25400	1005	155	81	78	13	14	24	454	406	173	151	58	67	.05	1957.21010959	135088.636272	110010052012	0	4.98	9.79	22.82	17.5	59.63	40.37	2.09	0	-.89	-1.15	4	0	0	0	0	4	0	0	0	1	67	52	10	0	180	88	4	2	537	0	4	0	8	0	0	.0204778156996587	.369682907965971	2	1.5	.5	4244.68954315199	2280	0	80	0	0	0	20	2280	100	80	0	2	1	1	42	19	52	57	361	106	0	0	0	0	75	3	2	1	2	8	11
196	46	57	191	233	.00251256281407035	11	005301	1	2456	2150	49120	43000	1846	205	143	332	36	73	48	821	731	384	273	90	90	.05	1412.96455735	117621.058371	110010053011	0	2.99	8.72	32	13.78	55.37	44.63	4.44	0	-.92	-.96	3	0	0	0	4	9	4	0	0	8	70	63	5	1	212	52	4	4	1125	22	1	0	3	0	0	.0477386934673367	.353827361563518	1	.5	0	17735.8647953774	1800	80	180	0	0	80	160	1800	40	60	20	2	2	0	17	11	23	67	424	141	0	0	80	0	80	1	6	6	2	6	4
197	84	94	184	181	.201149425287356	11	003500	2	2022	2124	20220	21240	41	1859	31	73	36	94	915	540	91	66	110	170	24	.1	2346.40154198	258019.890333	110010035002	0	6.27	61.63	23.22	4.81	39.02	60.98	6.43	0	.9	-1.64	6	0	15	1	1	2	1	2	0	0	50	87	26	2	182	89	12	18	49	21	0	1	35	0	1	.172413793103448	.719584569732938	4	2	2.5	1396.13384394328	1180	10	20	20	0	10	0	1180	140	60	0	4	1	6	45	21	43	87	365	114	0	0	10	0	342	14	12	11	26	27	25
198	39	64	143	163	.0714285714285714	11	003400	3	1455	1639	36375	40975	57	1336	2	38	63	195	370	215	147	154	148	163	98	.04	1356.08741901	105509.673124	110010034003	0	11.18	44.76	37.95	3.76	49.69	50.31	17.73	0	.96	-.81	3	0	54	0	1	0	1	0	0	0	56	86	20	1	153	52	11	15	210	4	0	0	18	0	1	.0158730158730159	.402061855670103	4.5	3.5	2.5	1093.52340201745	1925	25	0	0	0	25	0	1925	275	75	0	6	4	3	23	8	15	78	306	84	0	0	25	0	158	8	14	21	9	20	20
199	118	108	236	236	.0618336886993603	11	003400	4	1082	1079	12022.2	11988.9	48	991	3	41	50	165	69	146	176	189	163	124	157	.09	2422.41089361	230387.994765	110010034004	0	15.88	36.55	39.94	12.45	49.17	50.83	19.87	0	.76	-.49	4	0	4	0	2	1	2	0	0	0	96	197	30	0	236	113	9	14	393	19	0	1	29	0	1	.046908315565032	.198706099815157	3	2	1.5	1633.33821795433	1633.33333333333	22.2222222222222	11.1111111111111	0	0	22.2222222222222	0	1633.33333333333	100	44.4444444444444	0	5	2	6	43	37	56	101	472	160	0	0	22.2222222222222	0	210	6	4	12	17	26	33
200	143	160	401	388	.0636132315521628	11	004400	2	1637	1585	14881.8	14409.1	496	974	40	144	70	217	79	309	385	256	191	130	109	.11	2324.77632429	274821.772331	110010044002	0	6.42	19.99	45.75	11.49	53.57	46.43	17.53	0	-.11	-.21	7	0	0	0	5	29	5	4	5	20	297	382	14	3	394	152	24	33	570	66	0	1	50	0	0	.11323155216285	.237018937080024	8.5	6	4	3387.34756927578	2100	45.4545454545455	263.636363636364	36.3636363636364	45.4545454545455	45.4545454545455	181.818181818182	2100	136.363636363636	63.6363636363636	27.2727272727273	6	6	2	50	46	79	184	789	246	0	0	45.4545454545455	0	607	31	26	25	41	13	14
201	180	208	495	531	.0718336483931947	11	004801	2	1321	1504	18871.4	21485.7	146	1049	33	108	64	173	51	158	235	215	202	223	102	.07	1792.94265284	180988.548152	110010048012	0	11.67	28.31	53.2	10.08	51.4	48.6	17.94	0	.19	.02	5	1	0	0	6	2	6	0	0	2	182	268	38	0	513	194	6	14	415	36	0	0	38	1	0	.0718336483931947	.158213474640424	1.5	1	2	1865.49876304671	1314.28571428571	85.7142857142857	28.5714285714286	0	0	85.7142857142857	28.5714285714286	1314.28571428571	171.428571428571	71.4285714285714	14.2857142857143	8	4	6	85	30	77	245	1026	223	0	0	85.7142857142857	0	443	11	9	11	18	42	34
